time, px, py, pz, qw, qx, qy, qz
-1, 0.0151155, -0.00815406, -0.0110363, -0.000383946, 0.707789, -0.706423, 0.00119798
5788.9266654729999573, 0.0151155, -0.00815406, -0.0110363, -0.000383946, 0.707789, -0.706423, 0.00119798
5788.9599818020005841, 0.0147564, -0.00564742, -0.0115046, -0.00044949, 0.707786, -0.706426, 0.00112332
5788.9932981350002592, 0.0125516, -0.00622428, -0.0151651, -0.000510163, 0.707824, -0.706388, 0.0010788
5789.0266145020004842, 0.00914235, -0.000106559, -0.000886935, -0.000756019, 0.707907, -0.706305, 0.000895234
5789.0599308070004554, 0.00388946, 0.0149546, 0.004512, -0.00118784, 0.70794, -0.706271, 0.0005168
5789.0932471679998343, 0.000927701, 0.0174385, -0.00910688, -0.00116941, 0.70767, -0.706542, 0.00040367
5789.1265634729998055, 0.0048884, 0.0145024, -0.0153328, -0.00109326, 0.70737, -0.706843, 0.000596712
5789.1600298069997734, 0.00880974, 0.0167948, -0.0119113, -0.0011616, 0.707327, -0.706885, 0.000619919
5789.1933461680000619, 0.00936723, 0.0173301, -0.0144542, -0.0010893, 0.707283, -0.706929, 0.000600397
5789.2266624730000331, 0.0137179, 0.0192502, -0.0158403, -0.00116934, 0.707326, -0.706886, 0.000696192
5789.2599788070001523, 0.00794625, 0.0286191, -0.0181456, -0.00134657, 0.707083, -0.707129, 0.000221091
5789.2932951399998274, -0.00381006, 0.0387078, -0.0237068, -0.00146533, 0.706866, -0.707346, -0.00056378
5789.32661150200056, -0.0106696, 0.0247421, -0.0213802, -0.000738855, 0.706863, -0.707349, -0.000503631
5789.3599278350002351, -0.0186515, 0.0157913, -0.0268832, -4.69707e-05, 0.706938, -0.707275, -0.000798331
5789.3932441400002062, -0.0193103, 0.0127789, -0.0303631, 0.000316338, 0.706869, -0.707344, -0.000853072
5789.4265605020000294, -0.019065, 0.01168, -0.0301347, 0.000561364, 0.706923, -0.70729, -0.000994839
5789.4598768020005082, -0.0198607, 0.00890115, -0.0284902, 0.000855515, 0.707017, -0.707195, -0.00103336
5789.4931931350001832, -0.0163574, 0.00580814, -0.029775, 0.000825353, 0.707163, -0.707049, -0.000858638
5789.5266595020002569, -0.0113396, 0.0153713, -0.0370077, 0.000188553, 0.706883, -0.70733, -0.000976223
5789.559975834999932, -0.0103258, 0.0148057, -0.0375897, 2.45228e-05, 0.707156, -0.707057, -0.000902694
5789.5932921399999032, -0.0108091, 0.0147282, -0.0305105, -1.70887e-05, 0.707458, -0.706754, -0.00105806
5789.6266085019997263, -0.0113448, 0.0143937, -0.0284504, -6.98064e-05, 0.707514, -0.706698, -0.00111646
5789.6599248350003108, -0.0113207, 0.0142691, -0.0286091, -0.000172748, 0.707544, -0.706668, -0.0011114
5789.6932411679999859, -0.0107534, 0.0138365, -0.0292026, -0.000280908, 0.707521, -0.706692, -0.000965687
5789.7265574680004647, -0.0105303, 0.0155374, -0.0289253, -0.000491239, 0.707464, -0.706748, -0.00108751
5789.7598754830005419, -0.0105366, 0.0141842, -0.0291534, -0.000186849, 0.707475, -0.706738, -0.000868442
5789.793190135000259, -0.0107416, 0.0141741, -0.0303913, -3.75244e-05, 0.707301, -0.706913, -0.00061451
5789.826506502000484, -0.00860741, 0.0153569, -0.0290053, -0.000109321, 0.707583, -0.70663, -0.000482097
5789.8599727780001558, -0.00694983, 0.0191002, -0.0306659, 7.18004e-05, 0.707455, -0.706758, -0.000411144
5789.8932891399999789, -0.00744284, 0.019723, -0.0303942, 0.000544481, 0.70731, -0.706904, -0.000277737
5789.9266055019998021, -0.00334353, 0.00911279, -0.0308118, 0.00116351, 0.707633, -0.706579, 0.00117093
5789.9599218350003866, -0.00501413, 0.00371391, -0.033554, 0.00165158, 0.707965, -0.706244, 0.0015843
5789.9932381400003578, -0.00292557, 0.00459158, -0.0329749, 0.000561461, 0.707563, -0.706649, 0.00156326
5790.0265545020001809, -0.012252, -9.55159e-05, -0.0360911, 0.00011319, 0.706721, -0.707491, 0.00146063
5790.0598708830002579, -0.029333, -0.00258512, -0.0438495, 0.000776713, 0.706243, -0.707967, 0.00155509
5790.0931871399998272, -0.0360261, -0.000396685, -0.0464055, 0.00111928, 0.706523, -0.707688, 0.000885544
5790.1265035020005598, -0.0387324, -0.000855047, -0.0488457, 0.00254548, 0.706153, -0.708054, 0.000999628
5790.1598198060000868, -0.0423894, -0.000873149, -0.0557883, 0.00420669, 0.706532, -0.707669, -8.69257e-05
5790.19313616799991, -0.042098, 0.00261988, -0.0602884, 0.00444109, 0.710585, -0.703594, -0.00211051
5790.2266024729997298, -0.039865, -0.00538636, -0.0738589, 0.00415703, 0.716021, -0.698056, -0.00387487
5790.2599188350004624, -0.0365728, -0.00964235, -0.0842418, 0.00402055, 0.716527, -0.697527, -0.0054791
5790.2932351680001375, -0.0309726, 0.00857375, -0.0573719, 0.00275784, 0.709362, -0.704779, -0.00920472
5790.3265514679997068, -0.0278691, 0.0140946, -0.0654315, 0.00282615, 0.708308, -0.705841, -0.00897869
5790.3598677730005875, -0.0260516, 0.017568, -0.0754439, 0.00279756, 0.71139, -0.70273, -0.00931049
5790.393184139999903, -0.023379, 0.0186341, -0.07817, 0.00391657, 0.712572, -0.701502, -0.01098
5790.4265005019997261, -0.0195176, 0.0264482, -0.0615531, 0.00567139, 0.708115, -0.705925, -0.0145617
5790.4598168060001626, -0.0165272, 0.0348685, -0.0657806, 0.00759357, 0.705163, -0.708826, -0.0159235
5790.4931331870002396, -0.0162674, 0.0355727, -0.0570552, 0.00891076, 0.7074, -0.7066, -0.0149078
5790.5264494680004645, -0.0173522, 0.0335104, -0.0583897, 0.00947589, 0.708063, -0.705916, -0.0154592
5790.5599158020004324, -0.0158705, 0.0388343, -0.0533916, 0.00838717, 0.705884, -0.708097, -0.0160186
5790.5932321729997057, -0.0162687, 0.040466, -0.0566887, 0.00897837, 0.704616, -0.70934, -0.0164993
5790.6265484730001845, -0.0151826, 0.0382036, -0.0584302, 0.00969483, 0.705185, -0.708745, -0.0173363
5790.6598648019999018, -0.014135, 0.0374638, -0.0626869, 0.00996844, 0.70548, -0.708428, -0.0181263
5790.6931811350004864, -0.0137319, 0.0355034, -0.0624788, 0.0101531, 0.70549, -0.708406, -0.0184822
5790.7264975019998019, -0.0151378, 0.0361043, -0.0605609, 0.0101712, 0.705766, -0.708139, -0.018187
5790.7598138020002807, -0.0154259, 0.0374472, -0.0596019, 0.0104047, 0.706048, -0.707818, -0.019543
5790.7931301680000615, -0.0159872, 0.0376906, -0.060992, 0.0104835, 0.706697, -0.707125, -0.0210822
5790.8264464680005403, -0.0146795, 0.0397331, -0.0525334, 0.00805411, 0.706837, -0.706992, -0.021894
5790.8597628019997501, -0.0144502, 0.0400898, -0.0526002, 0.00872694, 0.706841, -0.706992, -0.0214845
5790.893079139999827, -0.0150312, 0.0425848, -0.0493855, 0.00921745, 0.706348, -0.70748, -0.0214243
5790.9265455020004083, -0.0167182, 0.0404451, -0.047863, 0.0096053, 0.706977, -0.706876, -0.0204289
5790.9598618059999353, -0.0157423, 0.0436661, -0.0582893, 0.00965128, 0.707906, -0.705986, -0.0189673
5790.9931781679997584, -0.0135319, 0.0520182, -0.0647521, 0.0105276, 0.707757, -0.706127, -0.0188273
5791.0264945019998777, -0.0151362, 0.0575306, -0.0606793, 0.010015, 0.710053, -0.703876, -0.0168285
5791.0598108020003565, -0.0157277, 0.0638205, -0.0635296, 0.0103694, 0.710541, -0.703387, -0.016425
5791.0931271680001373, -0.016381, 0.0581213, -0.0695357, 0.0225646, 0.707403, -0.706306, -0.0142982
5791.1264435020002566, -0.00853228, 0.0752717, -0.0665448, 0.0302012, 0.704553, -0.708963, -0.00809082
5791.1597598059997836, -0.0103418, 0.0759587, -0.0613037, 0.0291362, 0.703038, -0.710528, -0.00626197
5791.1930761399999028, -0.0114603, 0.0788178, -0.0618747, 0.028439, 0.704244, -0.709348, -0.00755308
5791.2263924730004874, -0.0228566, 0.0938962, -0.0621476, 0.0291516, 0.704457, -0.70914, -0.00335388
5791.2598588060000111, -0.024479, 0.0964726, -0.0618959, 0.0276911, 0.703538, -0.710117, -0.00153145
5791.2931751400001303, -0.023688, 0.0964769, -0.0611984, 0.0282858, 0.704062, -0.70957, -0.00276612
5791.3264915010004188, -0.0239127, 0.0958387, -0.0614171, 0.0274682, 0.704059, -0.709603, -0.00316198
5791.3598078009999881, -0.024914, 0.0956688, -0.0618613, 0.0265597, 0.703569, -0.710127, -0.00230391
5791.3931241400005092, -0.0206962, 0.0941115, -0.0673441, 0.0314084, 0.702713, -0.710766, -0.00457263
5791.4264405009998882, -0.0121098, 0.0917316, -0.0829501, 0.0317891, 0.699249, -0.714145, -0.00608582
5791.4597568350000074, -0.00494505, 0.0910803, -0.0442713, 0.0187091, 0.694694, -0.718876, -0.0163726
5791.4930731490003382, -0.000588006, 0.115284, -0.0521407, 0.00113507, 0.69127, -0.72207, -0.0275737
5791.526389501000267, -0.00541237, 0.122667, -0.061467, -0.00323315, 0.691564, -0.721832, -0.0262226
5791.5597058350003863, -0.0124262, 0.112946, -0.0526332, -0.00362719, 0.698473, -0.715479, -0.0145792
5791.5930221349999556, -0.0175455, 0.11657, -0.0541971, -0.00422341, 0.698744, -0.715277, -0.0108746
5791.6264884729998812, -0.02419, 0.13482, -0.0502283, -0.00733536, 0.692882, -0.720648, -0.0229906
5791.6598047779998524, -0.0249323, 0.14444, -0.0662136, -0.0121358, 0.692994, -0.720309, -0.0276976
5791.6931211680002889, -0.0378964, 0.14258, -0.0670585, -0.0168529, 0.699751, -0.713723, -0.0257719
5791.7264374730002601, -0.0408812, 0.142394, -0.0691561, -0.0174228, 0.699914, -0.713596, -0.0244644
5791.7597538350000832, -0.0462161, 0.142014, -0.0816675, -0.0149726, 0.698035, -0.715557, -0.0223895
5791.793070135000562, -0.0590846, 0.141747, -0.0922625, -0.0135441, 0.699437, -0.71426, -0.0208945
5791.8263864680002371, -0.0699918, 0.14438, -0.0942704, -0.0132238, 0.702307, -0.711506, -0.0187226
5791.8597028009999121, -0.0809148, 0.151051, -0.0913428, -0.0100563, 0.703644, -0.710325, -0.0149388
5791.8930191680001371, -0.0815099, 0.15655, -0.0860435, -0.00598874, 0.702541, -0.711515, -0.0121402
5791.9263355009998122, -0.0801713, 0.157548, -0.0838229, -0.00545997, 0.703126, -0.710939, -0.0122293
5791.9598017730004358, -0.0764332, 0.158207, -0.0826529, -0.00493084, 0.704531, -0.709538, -0.0129446
5791.9931181060001109, -0.0716678, 0.157305, -0.0841163, -0.00381936, 0.704971, -0.709108, -0.0129283
5792.0264345010000397, -0.0678938, 0.156118, -0.0847285, -0.0043766, 0.704828, -0.709241, -0.0132513
5792.059750835000159, -0.0639919, 0.15531, -0.0844591, -0.00534523, 0.704752, -0.709299, -0.013822
5792.0930678969998553, -0.0584705, 0.153672, -0.08502, -0.0069655, 0.705436, -0.708594, -0.0143338
5792.1263834729998052, -0.0537445, 0.153608, -0.0871874, -0.0106425, 0.707345, -0.706604, -0.0161581
5792.1596998060003898, -0.0516875, 0.154927, -0.0918818, -0.0132897, 0.709319, -0.704511, -0.0188093
5792.1930161390000649, -0.0514461, 0.151585, -0.0973981, -0.0166668, 0.711005, -0.70276, -0.0179635
5792.226332500999888, -0.0545307, 0.150873, -0.101796, -0.0190653, 0.711863, -0.701894, -0.0152576
5792.2596488350000072, -0.0607344, 0.152252, -0.107805, -0.0198876, 0.711337, -0.702359, -0.0172421
5792.2931151060001866, -0.063138, 0.152236, -0.112372, -0.0203367, 0.71143, -0.702236, -0.0178436
5792.3264314730004116, -0.0642089, 0.152834, -0.107949, -0.0211517, 0.71062, -0.703017, -0.0183816
5792.3597478060000867, -0.0618226, 0.155745, -0.106687, -0.0232785, 0.707856, -0.705765, -0.0171459
