time, px, py, pz, qw, qx, qy, qz, vx, vy, vz
-1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1159.055937983000149, -4.47339e-21, -3.4845e-23, -5.00676e-08, 0.724155, 0.00838368, -0.689587, 2.10346e-06, -6.29297e-05, -7.64888e-07, -3.07488e-06
1159.0892651460001161, 0.000599247, 0.000224008, 6.87594e-06, 0.72542, 0.00833853, -0.688256, 0.000350249, 0.00244533, 0.00526025, -0.0119687
1159.1225922780001838, 0.00073999, 0.000357229, 2.03955e-05, 0.726597, 0.0124951, -0.68694, -0.00374446, 0.00569986, -0.00233427, 0.00256015
1159.1559194680000928, 0.000303808, 0.000468705, 0.000141727, 0.725446, 0.0221539, -0.687788, -0.0136141, 0.00803036, -0.0242684, 0.0147139
1159.1893966780000937, -4.86933e-05, 0.000509741, -7.49374e-06, 0.726651, 0.0053311, -0.686985, 0.00158308, 0.00541746, 0.00974483, 0.014877
1159.2227238390000821, -0.000252151, 0.000588355, -0.000604861, 0.728221, 0.00391676, -0.685324, 0.00299379, -0.00260411, 0.0156796, 0.00799143
1159.2560509720001392, -0.000231516, 0.000517404, -0.00097078, 0.727613, 0.00318243, -0.685968, 0.00419821, -0.0153266, 0.0208476, 0.00269472
1159.2893781330001275, -0.000112148, 0.000407505, -0.00114473, 0.727583, 0.00581603, -0.685989, 0.00289064, -0.0274718, 0.0102903, -0.000157219
1159.3227052940001158, 0.000118172, 0.000320963, -0.0013396, 0.729507, 0.00810846, -0.683925, 0.00086989, -0.0284796, -0.00296537, -0.0028824
1159.3560324220002258, 0.000188098, 2.7057e-06, -0.00123022, 0.730939, 0.0085372, -0.682389, 0.000463518, -0.0177081, -0.00580136, 0.00104519
1159.3893596450002406, 0.000247931, -0.000120797, -0.00118971, 0.731604, 0.00859782, -0.681675, 0.000251722, -0.0131612, -0.00512534, -0.00111577
1159.4226867770000808, 0.000380793, -6.48282e-05, -0.00117877, 0.732161, 0.00812896, -0.681082, 0.000494196, -0.0107679, -0.002893, -0.00421306
1159.4560139340001115, 0.000478246, 9.97402e-05, -0.0010948, 0.732514, 0.00774125, -0.680707, 0.000763193, -0.00479278, -0.00244599, -0.00124722
1159.4893411330001527, 0.000489664, 0.000142981, -0.000976251, 0.732537, 0.0075411, -0.680685, 0.000947351, -0.00270176, -0.00129993, -0.00156853
1159.5228183380002065, 0.000622149, 0.000243453, -0.00103259, 0.73281, 0.00743511, -0.680392, 0.00105359, -0.00584482, 0.000784512, -0.00526942
1159.5561454710000362, 0.000786381, 0.000325436, -0.00110917, 0.733258, 0.00747336, -0.679909, 0.00102756, -0.00622775, 0.00104545, -0.00543811
1159.5894726270000774, 0.000847627, 0.000413282, -0.00103387, 0.733432, 0.00738222, -0.679722, 0.00103154, -0.000482559, 0.00136126, 0.00118465
1159.6227997930002402, 0.000752465, 0.000423738, -0.000830773, 0.733187, 0.00736436, -0.679986, 0.0010311, 0.00149597, -0.000790146, 0.00167767
1159.6561269830001493, 0.00079675, 0.00034396, -0.000756723, 0.733255, 0.00741991, -0.679913, 0.00101147, -0.000955988, -0.00186608, -0.00283046
1159.6894541440001376, 0.000946286, 0.000349149, -0.00095294, 0.73356, 0.00754958, -0.679583, 0.000918817, -0.00672231, -0.00144416, -0.00768849
