time, px, py, pz, qw, qx, qy, qz
24386.655244425004639, 0.16613, 0.0167739, -0.302698, 0.0206506, 0.704008, -0.709478, -0.0242481
24386.688560792004864, 0.162445, 0.0185096, -0.29894, 0.0191479, 0.702947, -0.710609, -0.0231019
24386.721877125004539, 0.159427, 0.0197211, -0.299379, 0.0180636, 0.701967, -0.711622, -0.0225952
24386.755193425004109, 0.159575, 0.019879, -0.301824, 0.0183148, 0.7022, -0.711361, -0.0233448
24386.788509763002367, 0.155788, 0.0210448, -0.305608, 0.0172747, 0.70114, -0.712437, -0.0232153
24386.821976125003857, 0.150188, 0.0211722, -0.292134, 0.0164109, 0.699954, -0.71373, -0.0196081
24386.855292459003977, 0.149746, 0.0228048, -0.290404, 0.016582, 0.699678, -0.714007, -0.01923
24386.888608730001579, 0.149913, 0.0231023, -0.29182, 0.0167121, 0.699755, -0.713919, -0.0195754
24386.921925092003221, 0.150139, 0.023219, -0.292375, 0.0166741, 0.699789, -0.713885, -0.019641
24386.955241459003446, 0.14955, 0.0229945, -0.290727, 0.0168179, 0.699714, -0.713961, -0.0194297
24386.988557792003121, 0.149628, 0.0232522, -0.289752, 0.0167991, 0.699769, -0.713912, -0.0192497
24387.02187409200269, 0.149438, 0.0231961, -0.289418, 0.0167239, 0.699737, -0.71395, -0.0190863
24387.055190459002915, 0.149373, 0.023237, -0.289308, 0.0166987, 0.699711, -0.713978, -0.0190035
24387.088506730004156, 0.149243, 0.023454, -0.289475, 0.0167352, 0.699662, -0.714024, -0.019053
24387.121823159002815, 0.149039, 0.0234288, -0.289058, 0.0167282, 0.699614, -0.714075, -0.0189181
24387.155289425001683, 0.149013, 0.0234814, -0.28869, 0.0165943, 0.699595, -0.714102, -0.0187105
24387.188605763003579, 0.14905, 0.0236061, -0.288801, 0.0165916, 0.699615, -0.714081, -0.0187449
24387.221922097003699, 0.149154, 0.0234281, -0.288527, 0.0165898, 0.699652, -0.714048, -0.0186218
24387.255238459001703, 0.148907, 0.0236268, -0.288436, 0.0165922, 0.699613, -0.714086, -0.0186329
24387.28855475900491, 0.148525, 0.0241028, -0.288837, 0.0165112, 0.699534, -0.714161, -0.0188019
24387.321871125004691, 0.148211, 0.0242502, -0.28917, 0.0164244, 0.699464, -0.714229, -0.0188929
24387.35518745900481, 0.148182, 0.0242276, -0.28919, 0.0163893, 0.699459, -0.714236, -0.0188842
24387.388503763002518, 0.148611, 0.0241802, -0.28895, 0.0164451, 0.699571, -0.714125, -0.0188477
24387.42182012500416, 0.148574, 0.0241544, -0.288748, 0.0164226, 0.699574, -0.714125, -0.0187843
24387.455136459004279, 0.148336, 0.023989, -0.288328, 0.0163899, 0.699546, -0.714156, -0.0186774
24387.488452806002897, 0.148192, 0.0239048, -0.288134, 0.0163526, 0.699529, -0.714175, -0.0186135
24387.521919125003478, 0.148185, 0.0238958, -0.288062, 0.016323, 0.69953, -0.714175, -0.0185711
24387.55523543000163, 0.148187, 0.0238618, -0.287972, 0.0163059, 0.699534, -0.714173, -0.0185323
24387.588554825004394, 0.14813, 0.0238494, -0.287955, 0.0162996, 0.699527, -0.71418, -0.0185384
24387.621868125002948, 0.148085, 0.023765, -0.287849, 0.01628, 0.699526, -0.714182, -0.018491
24387.655184430004738, 0.148063, 0.023686, -0.287714, 0.0162541, 0.699526, -0.714185, -0.0184257
24387.688500759002636, 0.14797, 0.0236103, -0.287728, 0.0161992, 0.699503, -0.714209, -0.0184114
24387.721817120003834, 0.147958, 0.023614, -0.287741, 0.016071, 0.699472, -0.714244, -0.0183176
24387.755133459002536, 0.147954, 0.0236077, -0.287733, 0.0160636, 0.69947, -0.714247, -0.0183113
24387.788449763003882, 0.147896, 0.0236552, -0.287705, 0.0161218, 0.699471, -0.714243, -0.0183556
24387.821766125001886, 0.147937, 0.0235745, -0.287531, 0.0160945, 0.699477, -0.714241, -0.018256
24387.855232454003271, 0.147881, 0.0235345, -0.287467, 0.0161429, 0.699501, -0.714215, -0.0182835
24387.888549397004681, 0.14776, 0.0235346, -0.28742, 0.0161201, 0.699481, -0.714236, -0.0182816
24387.921865125004842, 0.147774, 0.0234854, -0.287274, 0.0161301, 0.699496, -0.714222, -0.0182525
24387.955181430002995, 0.147925, 0.0233672, -0.287091, 0.0160799, 0.699507, -0.714215, -0.0181349
24387.988497759004531, 0.148061, 0.023121, -0.286847, 0.0161182, 0.699521, -0.714202, -0.0180378
24388.021814125004312, 0.14802, 0.0230971, -0.286818, 0.0161687, 0.699525, -0.714197, -0.0180682
24388.055130459004431, 0.147951, 0.0229855, -0.286773, 0.0160273, 0.699461, -0.714267, -0.0179138
24388.088446735004254, 0.14778, 0.0230414, -0.286432, 0.0160893, 0.699422, -0.714305, -0.0178503
24388.121763092003675, 0.14788, 0.0229972, -0.286475, 0.0160541, 0.699443, -0.714286, -0.0178341
24388.155079420004768, 0.147912, 0.0229013, -0.286233, 0.0160851, 0.699462, -0.714268, -0.0177884
24388.188395730001503, 0.147977, 0.0227803, -0.28613, 0.0160808, 0.699467, -0.714264, -0.0177337
24388.221862097001576, 0.148035, 0.0227961, -0.286049, 0.0161283, 0.699485, -0.714245, -0.0177409
24388.255178458002774, 0.147936, 0.022794, -0.286106, 0.016097, 0.699458, -0.714273, -0.0177359
24388.288494797001476, 0.147718, 0.0227532, -0.285753, 0.0161343, 0.699398, -0.714333, -0.0176342
24388.321811125002569, 0.147615, 0.0227725, -0.285753, 0.0160936, 0.699374, -0.714358, -0.0176139
24388.355127425002138, 0.1475, 0.0228294, -0.285759, 0.0160388, 0.699346, -0.714387, -0.017584
24388.388443730003928, 0.147227, 0.0229002, -0.28577, 0.0160192, 0.699309, -0.714424, -0.0175992
24388.421760097004153, 0.146371, 0.0234607, -0.286479, 0.0161712, 0.699251, -0.714464, -0.0180943
24388.455078097002115, 0.145766, 0.0235793, -0.286798, 0.0164062, 0.699204, -0.714496, -0.0184341
24388.48839275800492, 0.145571, 0.0238171, -0.28722, 0.0164522, 0.699203, -0.714491, -0.0186545
24388.521709125001507, 0.144376, 0.022815, -0.285003, 0.0168736, 0.698914, -0.714779, -0.0180244
24388.555175458004669, 0.142596, 0.0214841, -0.282455, 0.0166191, 0.698411, -0.715311, -0.0166391
24388.588491792004788, 0.141623, 0.0219848, -0.282912, 0.0170148, 0.698379, -0.715319, -0.0172076
24388.621808125004463, 0.140792, 0.0206303, -0.280154, 0.0173429, 0.698097, -0.71561, -0.0161972
24388.655124458004138, 0.141238, 0.0148836, -0.270717, 0.0175551, 0.697424, -0.716347, -0.0117577
24388.688440763002291, 0.142963, 0.010259, -0.263745, 0.0186523, 0.697373, -0.716408, -0.00905963
24388.721757125003933, 0.144797, 0.00775113, -0.259327, 0.0186324, 0.697212, -0.716592, -0.00670401
24388.755073458003608, 0.150978, 0.000416524, -0.248781, 0.0187857, 0.697356, -0.716478, -0.000999225
24388.788389792003727, 0.112653, 0.0344393, -0.240179, 0.026064, 0.692963, -0.720421, -0.0108535
24388.821706158003508, 0.125502, 0.025917, -0.292825, 0.0205836, 0.692768, -0.720625, -0.0186804
24388.855022425002971, 0.130094, 0.0228037, -0.300884, 0.0168177, 0.690304, -0.723164, -0.0152181
24388.888338792003196, 0.0415428, 0.0469724, -0.233438, 0.036358, 0.672586, -0.7389, -0.0182612
